date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2023-09-28,XOM,119.47,BUY,0.7,60,115.95,64.93,26.29,144.42,2.03,1.95,0.08,120.23,115.95,111.67,,,,,,,,bull,0.7989
2023-09-29,XOM,117.58,BUY,0.7,60,116.27,58.05,26.24,69.7,1.94,1.95,-0.01,120.0,116.27,112.54,,,,,,,,bull,0.6937
2023-10-02,XOM,115.63,HOLD,0.6,30,116.38,51.94,24.57,-26.12,1.69,1.9,-0.22,119.91,116.38,112.84,,,,,,,,bull,0.6465
2023-10-03,XOM,115.83,HOLD,0.6,30,116.49,52.46,20.78,-44.15,1.47,1.81,-0.33,119.78,116.49,113.2,,,,,,,,bull,0.6759
2023-10-04,XOM,111.5,HOLD,0.7,20,116.34,41.3,22.0,-226.07,0.96,1.65,-0.69,120.21,116.34,112.47,,,,,,,,bull,0.6043
2023-10-05,XOM,108.99,HOLD,0.7,20,116.09,36.44,22.68,-286.51,0.35,1.39,-1.05,121.03,116.09,111.15,,,,,,,,bull,0.5666
2023-10-06,XOM,107.17,HOLD,0.7,20,115.67,33.38,24.2,-290.89,-0.29,1.06,-1.34,121.96,115.67,109.38,,,,,,,,bull,0.5337
2023-10-09,XOM,110.92,HOLD,0.6,20,115.51,43.54,22.29,-136.35,-0.58,0.61,-1.19,122.1,115.51,108.91,,,,,,,,bull,0.43
2023-10-10,XOM,110.45,HOLD,0.6,20,115.16,42.43,21.39,-115.99,-0.83,0.24,-1.07,122.03,115.16,108.28,,,,,,,,bull,0.4895
2023-10-11,XOM,106.49,HOLD,0.6,20,114.66,35.63,22.29,-176.56,-1.27,-0.06,-1.21,122.47,114.66,106.85,,,,,,,,bull,0.427
2023-10-12,XOM,106.47,HOLD,0.6,20,114.06,35.6,23.15,-135.22,-1.6,-0.37,-1.23,122.42,114.06,105.69,,,,,,,,bull,0.4711
2023-10-13,XOM,109.87,HOLD,0.6,20,113.71,44.44,23.0,-78.44,-1.57,-0.61,-0.96,122.18,113.71,105.25,,,,,,,,bull,0.3634
2023-10-16,XOM,109.95,HOLD,0.6,20,113.33,44.85,32.35,-60.29,-1.42,-0.65,-0.77,121.74,113.33,104.92,,,,,,,,bull,0.3981
2023-10-17,XOM,111.39,HOLD,0.6,20,113.03,48.19,30.34,-37.48,-1.32,-0.86,-0.46,121.28,113.03,104.79,,,,,,,,bull,0.3688
2023-10-18,XOM,112.95,HOLD,0.6,20,112.86,51.94,27.39,-3.43,-1.0,-0.83,-0.17,120.96,112.86,104.76,,,,,,,,bull,0.3504
2023-10-19,XOM,113.02,HOLD,0.6,30,112.77,52.1,25.49,0.91,-0.77,-0.81,0.04,120.83,112.77,104.72,,,,,,,,bull,0.3925
2023-10-20,XOM,111.08,HOLD,0.6,30,112.58,47.36,23.81,-16.24,-0.74,-0.8,0.06,120.6,112.58,104.56,,,,,,,,bull,0.3761
2023-10-23,XOM,109.45,HOLD,0.6,20,112.24,43.97,27.09,-52.36,-0.75,-0.69,-0.07,120.19,112.24,104.29,,,,,,,,bull,0.306
2023-10-24,XOM,108.39,HOLD,0.6,20,111.84,41.48,24.96,-66.14,-0.98,-0.84,-0.15,119.72,111.84,103.96,,,,,,,,neutral,0.2732
2023-10-25,XOM,108.59,HOLD,0.6,20,111.26,41.95,23.11,-62.32,-1.11,-0.94,-0.17,118.25,111.26,104.27,,,,,,,,bull,0.3003
2023-10-26,XOM,107.6,HOLD,0.6,20,110.67,39.77,22.93,-90.0,-1.25,-1.0,-0.25,116.72,110.67,104.62,,,,,,,,neutral,0.2637
2023-10-27,XOM,105.55,HOLD,0.6,20,110.06,35.63,23.22,-103.17,-1.5,-1.1,-0.4,115.62,110.06,104.51,,,,,,,,neutral,0.1982
2023-10-30,XOM,105.88,HOLD,0.6,20,109.58,36.47,21.02,-125.16,-1.73,-1.35,-0.39,114.79,109.58,104.36,,,,,,,,neutral,0.212
2023-10-31,XOM,105.85,HOLD,0.7,20,109.08,35.99,21.52,-124.78,-1.92,-1.57,-0.35,113.68,109.08,104.48,,,,,,,,neutral,0.2114
2023-11-01,XOM,105.64,HOLD,0.6,20,108.78,35.52,22.17,-94.52,-1.99,-1.66,-0.33,113.47,108.78,104.1,,,,,,,,neutral,0.2068
2023-11-02,XOM,109.11,HOLD,0.6,20,108.79,47.65,21.35,-28.73,-1.75,-1.68,-0.07,113.48,108.79,104.1,,,,,,,,bull,0.3398
2023-11-03,XOM,107.78,HOLD,0.6,20,108.82,44.22,20.6,-38.89,-1.64,-1.67,0.03,113.48,108.82,104.17,,,,,,,,bull,0.3448
2023-11-06,XOM,105.87,HOLD,0.6,20,108.57,39.71,22.44,-68.68,-1.7,-1.7,0.0,113.29,108.57,103.85,,,,,,,,neutral,0.2802
2023-11-07,XOM,104.21,HOLD,0.6,20,108.26,36.04,22.55,-138.48,-1.92,-1.82,-0.1,113.26,108.26,103.26,,,,,,,,neutral,0.2238
2023-11-08,XOM,102.93,HOLD,0.6,20,108.08,33.75,21.41,-143.98,-2.06,-1.8,-0.26,113.55,108.08,102.61,,,,,,,,neutral,0.1874
2023-11-09,XOM,102.96,HOLD,0.6,20,107.9,33.86,21.97,-137.87,-2.19,-1.88,-0.31,113.78,107.9,102.03,,,,,,,,neutral,0.186
2023-11-10,XOM,103.75,HOLD,0.6,20,107.6,36.89,22.22,-111.49,-2.2,-1.94,-0.26,113.66,107.6,101.53,,,,,,,,neutral,0.2309
2023-11-13,XOM,104.84,HOLD,0.6,20,107.34,40.24,26.16,-78.17,-2.24,-2.16,-0.08,113.42,107.34,101.26,,,,,,,,neutral,0.2928
2023-11-14,XOM,104.29,HOLD,0.6,30,106.99,39.07,24.62,-78.19,-2.11,-2.07,-0.04,112.91,106.99,101.07,,,,,,,,neutral,0.2774
2023-11-15,XOM,103.66,HOLD,0.6,20,106.52,37.32,24.42,-79.14,-2.12,-2.12,0.00,111.93,106.52,101.11,,,,,,,,neutral,0.2559
2026-03-02,XOM,154.22,BUY,0.7,30,149.05,65.85,48.59,162.91,4.22,4.74,-0.51,156.36,149.05,141.75,2.0,2.0,2.0,2.0,2.0,1.0,-2.0,bull,0.6979
2026-03-03,XOM,151.83,BUY,0.7,30,149.72,60.67,47.41,86.87,4.07,4.6,-0.54,155.24,149.72,144.21,2.0,2.0,2.0,2.0,2.0,1.0,-2.0,bull,0.6296
2026-03-04,XOM,149.82,HOLD,0.6,30,150.03,56.43,43.87,-15.45,3.62,4.28,-0.66,154.81,150.03,145.25,2.0,1.0,2.0,2.0,2.0,1.0,-1.0,bull,0.5779
2026-03-05,XOM,150.76,HOLD,0.6,20,150.19,57.85,42.46,20.09,3.41,4.11,-0.7,154.84,150.19,145.53,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.6289
2026-03-06,XOM,151.21,BUY,0.6,30,150.44,58.54,41.42,41.29,3.23,3.93,-0.7,154.71,150.44,146.17,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.6777
2026-03-09,XOM,150.44,HOLD,0.7,30,150.51,57.13,48.35,21.25,3.07,3.84,-0.77,154.74,150.51,146.29,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,bull,0.6543
2026-03-10,XOM,148.13,SELL,0.7,30,150.36,51.89,45.85,-74.65,2.59,3.49,-0.9,154.69,150.36,146.03,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,bull,0.6583
2026-03-11,XOM,151.58,SELL,0.6,30,150.36,57.98,45.77,-10.8,2.54,3.33,-0.78,154.69,150.36,146.03,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,bull,0.6578
2026-03-12,XOM,153.53,BUY,0.7,30,150.26,60.97,44.87,119.33,2.61,3.18,-0.57,154.17,150.26,146.34,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,bull,0.7194
2026-03-13,XOM,156.12,BUY,0.7,30,150.57,64.56,44.36,171.29,2.85,3.12,-0.27,155.24,150.57,145.9,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,bull,0.777
2026-03-16,XOM,157.23,BUY,0.7,30,151.01,65.78,40.18,179.83,2.9,2.83,0.06,156.39,151.01,145.62,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.8286
2026-03-17,XOM,158.81,BUY,0.7,30,151.64,67.77,40.44,207.61,3.16,2.85,0.3,157.55,151.64,145.72,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.8686
2026-03-18,XOM,158.81,HOLD,0.7,30,151.64,67.73,39.07,207.61,3.13,2.81,0.32,157.55,151.64,145.72,2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,bull,0.8686
2026-03-19,XOM,158.81,BUY,0.7,30,151.64,67.73,39.07,207.61,3.13,2.81,0.32,157.55,151.64,145.72,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.8686
2026-03-20,XOM,158.81,SELL,0.7,30,151.64,67.73,39.07,207.61,3.13,2.81,0.32,157.55,151.64,145.72,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,bull,0.8686
2026-03-23,XOM,158.81,BUY,0.7,30,151.64,67.5,36.77,207.61,2.98,2.59,0.39,157.55,151.64,145.72,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,bull,0.8686
2026-03-24,XOM,158.81,BUY,0.7,30,151.64,67.39,34.88,207.61,2.9,2.51,0.4,157.55,151.64,145.72,2.0,1.0,1.0,1.0,1.0,0.0,-1.0,bull,0.8686
2026-03-25,XOM,158.81,BUY,0.7,30,151.64,67.41,33.79,207.61,2.91,2.51,0.4,157.55,151.64,145.72,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.8686
2026-03-26,XOM,158.81,BUY,0.7,30,151.64,67.41,33.79,207.61,2.91,2.51,0.4,157.55,151.64,145.72,2.0,-1.0,2.0,2.0,1.0,-1.0,-2.0,bull,0.8686
2026-03-27,XOM,158.81,BUY,0.7,30,151.64,67.41,33.79,207.61,2.91,2.51,0.4,157.55,151.64,145.72,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,bull,0.8686
2026-03-30,XOM,171.47,BUY,0.7,30,157.63,76.35,30.58,190.42,5.16,3.84,1.33,171.2,157.63,144.05,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,bull,0.9106
2026-03-31,XOM,169.66,HOLD,0.7,30,158.52,71.43,32.34,133.8,5.28,4.08,1.2,172.78,158.52,144.26,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,bull,0.8965
2026-04-01,XOM,160.78,HOLD,0.6,30,159.07,53.59,30.67,44.75,4.75,4.35,0.4,172.78,159.07,145.35,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,bull,0.5684
2026-04-02,XOM,160.69,HOLD,0.6,30,159.56,53.44,29.21,34.66,4.18,4.31,-0.14,172.75,159.56,146.38,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,bull,0.5942
2026-04-03,XOM,160.69,HOLD,0.6,20,159.56,53.44,29.21,34.66,4.18,4.31,-0.14,172.75,159.56,146.38,2.0,1.0,2.0,2.0,2.0,1.0,-1.0,bull,0.5942
2026-04-06,XOM,163.37,HOLD,0.6,20,160.17,56.81,21.87,27.32,3.62,3.86,-0.24,172.87,160.17,147.47,2.0,1.0,2.0,2.0,1.0,1.0,-2.0,bull,0.5856
2026-04-07,XOM,163.91,HOLD,0.6,30,160.84,57.36,18.62,44.21,3.29,3.61,-0.32,172.82,160.84,148.87,2.0,1.0,2.0,1.0,1.0,1.0,1.0,bull,0.6309
2026-04-08,XOM,156.22,SELL,0.6,30,161.25,44.94,16.43,-94.62,2.4,3.27,-0.87,171.95,161.25,150.54,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,bull,0.5053
2026-04-09,XOM,155.04,SELL,0.6,30,161.42,43.4,15.77,-79.57,1.65,2.94,-1.29,171.6,161.42,151.25,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,bull,0.5209
2026-04-10,XOM,152.51,SELL,0.7,30,161.37,40.22,15.52,-125.83,0.85,2.53,-1.68,171.71,161.37,151.03,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,bull,0.5114
2026-04-13,XOM,152.64,SELL,0.6,30,161.2,40.45,15.21,-125.5,0.28,2.17,-1.89,171.99,161.2,150.4,2.0,-1.0,-1.0,-1.0,1.0,-1.0,-2.0,bull,0.5545
