date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2024-01-18,NVDA,571.07,BUY,0.7,30,512.46,76.92,27.52,141.38,20.16,12.6,7.56,575.33,512.46,449.59,,,,,,,,bull,0.9788
2024-01-19,NVDA,594.91,BUY,0.7,40,517.41,81.23,30.21,153.36,23.36,14.75,8.6,589.24,517.41,445.57,,,,,,,,bull,0.9067
2024-01-22,NVDA,596.54,BUY,0.7,40,523.18,82.51,33.47,147.05,26.92,18.59,8.33,600.74,523.18,445.61,,,,,,,,bull,0.9514
2024-01-23,NVDA,598.73,BUY,0.7,40,528.62,82.85,35.5,124.93,28.56,20.58,7.98,611.19,528.62,446.05,,,,,,,,bull,0.9859
2024-01-24,NVDA,613.62,BUY,0.7,40,534.88,84.96,38.05,140.87,30.51,22.27,8.23,623.09,534.88,446.68,,,,,,,,bull,0.9541
2024-01-25,NVDA,616.17,BUY,0.7,40,541.05,85.3,40.32,130.69,32.07,24.23,7.83,633.77,541.05,448.34,,,,,,,,bull,0.9869
2024-01-26,NVDA,610.31,BUY,0.7,30,546.86,80.78,42.15,109.31,32.45,25.88,6.57,641.63,546.86,452.1,,,,,,,,bull,0.9896
2024-01-29,NVDA,624.65,BUY,0.7,30,553.33,83.8,48.74,109.83,34.17,28.39,5.78,650.75,553.33,455.92,,,,,,,,bull,0.9689
2024-01-30,NVDA,627.74,BUY,0.7,40,559.96,84.25,51.35,112.32,34.84,29.77,5.06,658.68,559.96,461.24,,,,,,,,bull,0.997
2024-01-31,NVDA,615.27,BUY,0.7,30,566.64,75.61,58.46,82.5,34.52,31.49,3.03,661.26,566.64,472.01,,,,,,,,bull,0.9335
2024-02-01,NVDA,630.27,BUY,0.7,40,574.37,78.62,58.35,92.78,34.61,32.11,2.49,663.08,574.37,485.65,,,,,,,,bull,0.9438
2024-02-02,NVDA,661.6,BUY,0.7,40,583.45,83.27,58.94,131.55,36.78,33.05,3.73,668.78,583.45,498.12,,,,,,,,bull,0.8386
2024-02-05,NVDA,693.32,BUY,0.7,40,593.57,86.67,56.61,175.11,40.14,34.12,6.02,680.6,593.57,506.53,,,,,,,,bull,0.7507
2024-02-06,NVDA,682.23,BUY,0.7,40,601.55,80.72,54.94,150.53,41.4,35.14,6.26,690.34,601.55,512.76,,,,,,,,bull,0.7602
2024-02-07,NVDA,700.99,BUY,0.7,40,610.03,83.09,59.18,156.02,44.16,37.48,6.68,702.71,610.03,517.35,,,,,,,,bull,0.7635
2024-02-08,NVDA,696.41,BUY,0.7,30,617.67,80.74,59.62,152.3,45.11,39.0,6.11,712.35,617.67,523.0,,,,,,,,bull,0.8114
2024-02-09,NVDA,721.33,BUY,0.7,40,626.33,83.48,60.24,154.16,47.33,40.67,6.67,725.56,626.33,527.1,,,,,,,,bull,0.7726
2024-02-12,NVDA,722.48,BUY,0.7,40,635.1,83.51,61.8,146.82,47.94,41.49,6.45,735.76,635.1,534.44,,,,,,,,bull,0.842
2024-02-13,NVDA,721.28,BUY,0.7,30,642.97,82.82,60.83,113.7,48.11,42.6,5.5,744.73,642.97,541.22,,,,,,,,bull,0.8985
2024-02-14,NVDA,739.0,BUY,0.8,40,651.9,84.67,59.28,121.04,48.78,43.27,5.51,754.47,651.9,549.33,,,,,,,,bull,0.8765
2024-02-15,NVDA,726.58,BUY,0.7,30,659.67,78.08,59.11,103.83,48.21,44.26,3.95,760.11,659.67,559.23,,,,,,,,bull,0.8633
2024-02-16,NVDA,726.13,BUY,0.7,40,666.23,77.84,59.04,95.39,47.18,44.84,2.33,766.03,666.23,566.43,,,,,,,,bull,0.9165
2024-02-19,NVDA,726.13,BUY,0.8,40,666.23,78.33,64.79,95.39,47.62,45.55,2.07,766.03,666.23,566.43,,,,,,,,bull,0.9165
2024-02-20,NVDA,694.52,BUY,0.7,40,671.13,63.64,61.32,41.06,43.79,45.26,-1.46,766.28,671.13,575.99,,,,,,,,bull,0.4322
2024-02-21,NVDA,674.72,BUY,0.6,40,674.93,56.41,57.5,2.73,38.44,43.65,-5.21,764.09,674.93,585.77,,,,,,,,bull,0.3844
2024-02-22,NVDA,785.38,HOLD,0.7,30,683.52,74.03,56.38,147.28,42.82,43.48,-0.67,780.17,683.52,586.86,,,,,,,,neutral,0.2457
2024-02-23,NVDA,788.17,BUY,0.7,40,692.12,74.32,55.88,168.88,45.98,43.98,2.0,793.75,692.12,590.48,,,,,,,,bull,0.5485
2024-02-26,NVDA,790.92,BUY,0.7,40,701.15,74.59,55.36,150.27,48.05,44.88,3.17,804.19,701.15,598.11,,,,,,,,bull,0.6629
2024-02-27,NVDA,787.01,BUY,0.7,40,709.27,73.31,57.11,121.1,48.9,45.75,3.15,812.5,709.27,606.03,,,,,,,,bull,0.7271
2024-02-28,NVDA,776.63,BUY,0.7,40,716.71,70.12,60.78,103.43,48.79,47.16,1.63,816.78,716.71,616.64,,,,,,,,bull,0.7213
2024-02-29,NVDA,791.12,BUY,0.7,40,725.5,72.09,59.73,113.18,48.79,47.48,1.3,819.07,725.5,631.94,,,,,,,,bull,0.7544
2024-03-01,NVDA,822.79,BUY,0.7,40,735.13,75.84,59.13,134.85,50.76,48.14,2.62,827.12,735.13,643.14,,,,,,,,bull,0.7654
2024-03-04,NVDA,852.37,BUY,0.7,30,744.67,78.79,60.31,171.05,54.13,49.48,4.65,843.49,744.67,645.85,,,,,,,,bull,0.7381
2024-03-05,NVDA,859.64,BUY,0.7,40,752.99,79.39,59.73,141.5,56.24,50.33,5.91,860.72,752.99,645.25,,,,,,,,bull,0.7948
2024-03-06,NVDA,887.0,BUY,0.7,40,763.22,81.54,58.37,163.44,58.51,50.42,8.09,880.6,763.22,645.85,,,,,,,,bull,0.7732
2024-03-07,NVDA,926.69,BUY,0.7,40,774.51,84.28,59.03,178.99,63.89,53.11,10.78,908.07,774.51,640.95,,,,,,,,bull,0.7158
2024-03-08,NVDA,875.28,BUY,0.7,50,783.45,69.85,59.98,144.94,63.28,55.14,8.13,918.84,783.45,648.07,,,,,,,,bull,0.5292
2026-03-02,NVDA,182.48,HOLD,0.6,20,185.55,45.81,13.33,-77.82,-0.24,0.35,-0.59,197.39,185.55,173.71,2.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.2775
2026-03-03,NVDA,180.05,HOLD,0.6,20,185.27,43.59,14.47,-80.05,-0.71,0.14,-0.85,197.35,185.27,173.19,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neutral,0.261
2026-03-04,NVDA,183.04,HOLD,0.6,20,185.41,47.03,14.05,-38.19,-0.81,-0.0,-0.81,197.32,185.41,173.49,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.3574
2026-03-05,NVDA,183.34,SELL,0.7,30,185.86,47.37,14.63,-58.05,-0.88,-0.18,-0.7,196.68,185.86,175.05,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,bull,0.5024
2026-03-06,NVDA,177.82,HOLD,0.6,20,186.16,41.98,15.29,-107.93,-1.36,-0.41,-0.95,195.67,186.16,176.66,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,bull,0.4895
2026-03-09,NVDA,182.65,HOLD,0.6,20,186.02,47.74,15.44,-84.94,-1.21,-0.42,-0.79,195.65,186.02,176.4,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.4478
2026-03-10,NVDA,184.77,HOLD,0.6,20,185.76,50.06,15.16,-20.45,-1.01,-0.53,-0.48,195.22,185.76,176.3,2.0,0.0,1.0,1.0,1.0,-1.0,-1.0,bull,0.4872
2026-03-11,NVDA,186.03,HOLD,0.6,20,185.63,51.43,14.93,7.92,-0.75,-0.57,-0.18,195.01,185.63,176.26,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.5477
2026-03-12,NVDA,183.14,HOLD,0.6,20,185.29,48.16,15.07,-32.07,-0.77,-0.61,-0.16,194.49,185.29,176.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bull,0.4872
2026-03-13,NVDA,180.25,HOLD,0.6,10,184.95,45.08,15.48,-47.53,-1.0,-0.69,-0.31,194.38,184.95,175.53,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,bull,0.4326
2026-03-17,NVDA,181.93,HOLD,0.6,20,184.82,47.15,16.97,-31.43,-1.03,-0.83,-0.2,194.32,184.82,175.32,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.4664
2026-03-18,NVDA,180.4,HOLD,0.6,20,184.44,45.86,13.83,-55.23,-0.83,-0.41,-0.42,194.01,184.44,174.87,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.4155
2026-03-19,NVDA,178.56,HOLD,0.6,20,183.98,43.73,14.67,-103.08,-1.1,-0.55,-0.55,193.74,183.98,174.22,2.0,2.0,2.0,2.0,2.0,2.0,1.0,bull,0.3551
2026-03-20,NVDA,172.7,HOLD,0.6,20,183.12,37.72,16.0,-156.77,-1.76,-0.79,-0.97,193.65,183.12,172.59,2.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.2198
2026-03-23,NVDA,175.64,HOLD,0.6,20,182.33,41.61,18.16,-115.54,-2.27,-1.42,-0.86,192.59,182.33,172.06,2.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.266
2026-03-24,NVDA,175.2,HOLD,0.7,20,181.44,40.94,21.82,-128.04,-2.58,-1.79,-0.79,190.94,181.44,171.94,2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,neutral,0.25
2026-03-25,NVDA,178.68,HOLD,0.6,20,180.6,46.13,20.95,-45.87,-2.38,-1.86,-0.52,187.6,180.6,173.59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.3396
2026-03-26,NVDA,171.24,HOLD,0.6,20,179.92,38.44,21.55,-168.45,-2.83,-2.06,-0.77,187.73,179.92,172.1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neutral,0.1725
2026-03-27,NVDA,167.52,HOLD,0.6,20,179.43,35.28,22.6,-218.19,-3.45,-2.33,-1.11,188.89,179.43,169.98,2.0,0.0,1.0,1.0,1.0,0.0,0.0,neutral,0.1024
2026-03-30,NVDA,165.17,HOLD,0.6,20,178.57,33.01,24.15,-205.63,-4.29,-3.0,-1.29,189.76,178.57,167.38,2.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.0708
2026-03-31,NVDA,174.4,HOLD,0.6,20,178.28,45.4,24.88,-97.31,-3.93,-3.12,-0.81,189.59,178.28,166.98,2.0,2.0,2.0,2.0,2.0,2.0,1.0,neutral,0.1948
2026-04-01,NVDA,174.4,SELL,0.7,20,178.28,45.66,22.41,-97.31,-3.7,-2.79,-0.91,189.59,178.28,166.98,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,neutral,0.1948
2026-04-02,NVDA,174.4,HOLD,0.6,20,178.28,45.66,22.41,-97.31,-3.7,-2.79,-0.91,189.59,178.28,166.98,2.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.1948
2026-04-03,NVDA,174.4,HOLD,0.6,20,178.28,45.66,22.41,-97.31,-3.7,-2.79,-0.91,189.59,178.28,166.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.1948
2026-04-06,NVDA,174.4,HOLD,0.6,20,178.28,46.41,12.45,-97.31,-3.05,-1.91,-1.14,189.59,178.28,166.98,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,neutral,0.1948
2026-04-07,NVDA,174.4,HOLD,0.6,20,178.28,45.37,22.27,-97.31,-3.81,-2.93,-0.88,189.59,178.28,166.98,1.0,1.0,1.0,1.0,1.0,1.0,0.0,neutral,0.1948
2026-04-08,NVDA,174.4,SELL,0.7,20,178.28,44.97,31.94,-97.31,-4.09,-3.3,-0.78,189.59,178.28,166.98,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,neutral,0.1948
2026-04-09,NVDA,174.4,HOLD,0.6,20,178.28,44.97,31.94,-97.31,-4.09,-3.3,-0.78,189.59,178.28,166.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.1948
2026-04-10,NVDA,188.63,BUY,0.6,30,177.42,61.7,25.34,156.56,-0.08,-1.96,1.88,188.3,177.42,166.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bull,0.4272
2026-04-13,NVDA,189.31,BUY,0.6,30,177.87,62.67,23.57,149.24,0.83,-1.28,2.1,189.89,177.87,165.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bull,0.441
2026-04-14,NVDA,196.51,BUY,0.7,20,178.54,69.31,20.67,207.49,2.17,-0.39,2.56,192.9,178.54,164.18,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.4707
2026-04-15,NVDA,198.87,HOLD,0.6,30,179.38,70.96,19.87,207.88,3.15,0.2,2.94,196.23,179.38,162.54,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.4828
2026-04-16,NVDA,198.35,HOLD,0.6,30,180.28,70.02,20.56,166.07,3.91,0.95,2.97,199.05,180.28,161.51,1.0,1.0,1.0,1.0,0.0,1.0,0.0,bull,0.4956
2026-04-17,NVDA,198.35,HOLD,0.6,20,180.28,70.02,20.56,166.07,3.91,0.95,2.97,199.05,180.28,161.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bull,0.4956
2026-04-20,NVDA,202.06,HOLD,0.7,30,182.91,72.72,23.54,132.51,5.25,2.28,2.97,205.25,182.91,160.57,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,bull,0.8877
2026-04-21,NVDA,199.88,BUY,0.7,30,184.12,68.32,25.09,112.95,5.43,2.81,2.62,207.36,184.12,160.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,bull,0.9395
2026-04-22,NVDA,202.5,HOLD,0.6,30,185.48,70.52,27.53,103.37,5.72,3.3,2.42,209.66,185.48,161.31,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.9833
2026-04-23,NVDA,199.64,BUY,0.7,30,186.53,65.04,26.89,85.92,5.71,3.78,1.93,211.25,186.53,161.81,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.9235
2026-04-24,NVDA,208.27,BUY,0.7,20,188.38,72.09,27.36,110.81,6.32,4.29,2.03,213.78,188.38,162.99,2.0,1.0,1.0,1.0,1.0,1.0,0.0,bull,0.9828
2026-04-27,NVDA,216.61,BUY,0.7,20,190.84,77.68,29.01,137.13,7.67,5.31,2.36,217.17,190.84,164.51,2.0,2.0,2.0,2.0,2.0,2.0,1.0,bull,0.9308
