date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2026-03-12,AAPL,255.76,HOLD,0.6,20,263.33,40.02,14.91,-123.57,-1.46,-0.29,-1.18,273.29,263.33,253.37,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,
2026-03-13,AAPL,250.12,HOLD,0.6,20,262.75,34.67,16.26,-170.9,-2.27,-0.68,-1.58,274.25,262.75,251.25,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
2026-03-16,AAPL,252.82,SELL,0.7,20,262.6,38.96,16.38,-153.55,-2.57,-0.97,-1.6,274.53,262.6,250.68,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
2026-03-17,AAPL,254.23,HOLD,0.6,20,262.12,41.25,15.99,-112.49,-2.63,-1.16,-1.47,274.57,262.12,249.67,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
2026-03-18,AAPL,249.94,HOLD,0.6,20,261.4,37.39,17.23,-128.48,-2.71,-1.02,-1.69,274.87,261.4,247.93,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,
2026-03-19,AAPL,248.96,HOLD,0.7,20,260.82,36.45,18.27,-131.87,-3.14,-1.44,-1.69,275.34,260.82,246.29,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,
2026-03-20,AAPL,247.99,HOLD,0.6,20,259.99,35.5,19.42,-130.92,-3.51,-1.85,-1.65,275.43,259.99,244.55,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,
2026-03-23,AAPL,251.49,HOLD,0.6,20,259.25,41.32,17.23,-75.89,-3.54,-2.28,-1.27,274.84,259.25,243.67,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,
2026-03-24,AAPL,251.64,HOLD,0.6,20,258.23,41.58,16.65,-70.69,-3.45,-2.51,-0.95,272.96,258.23,243.49,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,
2026-03-25,AAPL,252.62,HOLD,0.6,20,257.15,42.68,16.26,-52.64,-3.56,-3.07,-0.49,270.09,257.15,244.2,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,
2026-03-26,AAPL,252.89,HOLD,0.6,20,256.14,43.17,15.78,-39.99,-3.34,-3.12,-0.22,266.97,256.14,245.32,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,
