date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2024-01-17,MSFT,389.47,BUY,0.7,60,376.4,68.89,16.83,154.71,3.45,1.3,2.15,389.89,376.4,362.91,,,,,,,,bull,0.8774
2024-01-18,MSFT,393.87,BUY,0.7,40,377.46,72.72,18.66,166.64,4.21,1.88,2.33,392.81,377.46,362.11,,,,,,,,bull,0.913
2024-01-19,MSFT,398.67,BUY,0.7,40,378.73,76.16,20.83,169.17,5.14,2.53,2.6,396.5,378.73,360.96,,,,,,,,bull,0.9427
2024-01-22,MSFT,396.51,BUY,0.7,40,380.02,72.05,22.0,140.87,5.62,3.14,2.48,398.97,380.02,361.07,,,,,,,,bull,0.9534
2024-01-23,MSFT,398.9,BUY,0.7,50,381.29,73.87,23.96,124.71,6.14,3.74,2.4,401.68,381.29,360.91,,,,,,,,bull,0.9698
2024-01-24,MSFT,402.56,BUY,0.7,50,382.69,76.37,26.6,141.06,6.71,4.27,2.45,404.81,382.69,360.57,,,,,,,,bull,0.9799
2024-01-25,MSFT,404.87,BUY,0.7,40,384.2,77.83,28.79,133.59,7.31,4.88,2.44,407.98,384.2,360.42,,,,,,,,bull,0.9877
2024-01-26,MSFT,403.93,BUY,0.7,40,385.69,75.77,30.8,115.75,7.63,5.43,2.2,410.47,385.69,360.92,,,,,,,,bull,0.9796
2024-01-29,MSFT,409.72,BUY,0.7,50,387.42,79.69,32.58,123.88,8.25,5.99,2.26,413.79,387.42,361.04,,,,,,,,bull,0.9903
2024-01-30,MSFT,408.59,BUY,0.7,40,389.04,77.76,34.53,117.72,8.75,6.78,1.96,416.41,389.04,361.68,,,,,,,,bull,0.977
2024-01-31,MSFT,397.58,BUY,0.7,60,390.38,59.11,41.55,76.46,8.23,7.39,0.85,416.65,390.38,364.1,,,,,,,,bull,0.7062
2024-02-01,MSFT,403.78,BUY,0.7,60,392.04,64.43,41.03,76.49,8.03,7.51,0.51,417.28,392.04,366.8,,,,,,,,bull,0.724
2024-02-02,MSFT,411.22,BUY,0.7,60,394.2,69.55,41.06,97.24,8.37,7.69,0.68,418.2,394.2,370.21,,,,,,,,bull,0.7576
2024-02-05,MSFT,405.65,BUY,0.7,60,396.1,62.34,39.73,78.35,8.03,7.74,0.29,417.26,396.1,374.94,,,,,,,,bull,0.6532
2024-02-06,MSFT,405.49,BUY,0.7,60,397.64,62.0,38.67,63.42,7.57,7.55,0.02,416.72,397.64,378.55,,,,,,,,bull,0.6853
2024-02-07,MSFT,414.05,BUY,0.7,60,399.55,68.19,40.47,107.73,8.06,7.83,0.23,417.1,399.55,382.0,,,,,,,,bull,0.7211
2024-02-08,MSFT,414.11,BUY,0.8,60,401.12,68.23,41.04,119.82,8.25,7.92,0.33,417.98,401.12,384.26,,,,,,,,bull,0.7824
2024-02-09,MSFT,420.55,BUY,0.7,40,402.91,72.08,42.03,156.61,8.81,8.09,0.72,420.01,402.91,385.81,,,,,,,,bull,0.8131
2024-02-12,MSFT,415.26,BUY,0.8,60,404.25,65.57,49.04,132.35,8.99,8.63,0.36,420.81,404.25,387.7,,,,,,,,bull,0.7149
2024-02-13,MSFT,406.32,BUY,0.7,50,405.06,55.46,47.05,18.97,7.89,8.25,-0.36,420.33,405.06,389.78,,,,,,,,bull,0.5329
2024-02-14,MSFT,409.49,BUY,0.7,50,406.06,57.83,45.1,26.82,7.28,7.97,-0.69,419.64,406.06,392.47,,,,,,,,bull,0.5448
2024-02-15,MSFT,406.56,BUY,0.6,50,406.69,54.83,43.06,0.26,6.56,7.69,-1.13,419.07,406.69,394.31,,,,,,,,bull,0.5267
2024-02-16,MSFT,404.06,HOLD,0.6,20,406.96,52.34,40.99,-30.13,5.72,7.29,-1.58,418.86,406.96,395.06,,,,,,,,bull,0.534
2024-02-19,MSFT,404.06,HOLD,0.6,20,406.96,52.3,41.15,-30.13,5.67,7.27,-1.6,418.86,406.96,395.06,,,,,,,,bull,0.534
2024-02-20,MSFT,402.79,HOLD,0.6,20,407.27,50.96,38.05,-97.7,4.8,6.68,-1.89,418.36,407.27,396.19,,,,,,,,bull,0.5523
2024-02-21,MSFT,402.18,HOLD,0.6,20,407.44,50.32,34.77,-125.87,4.05,6.15,-2.1,418.11,407.44,396.77,,,,,,,,bull,0.5896
2024-02-22,MSFT,411.65,BUY,0.7,50,407.89,58.9,33.68,57.66,4.18,5.75,-1.57,418.47,407.89,397.32,,,,,,,,bull,0.5658
2024-02-23,MSFT,410.34,BUY,0.6,50,408.17,57.42,33.04,62.81,4.12,5.43,-1.3,418.7,408.17,397.64,,,,,,,,bull,0.6022
2024-02-26,MSFT,407.54,HOLD,0.6,30,408.35,54.26,32.53,10.5,3.78,5.06,-1.28,418.7,408.35,397.99,,,,,,,,bull,0.5788
2024-02-27,MSFT,407.48,HOLD,0.6,30,408.23,54.15,30.79,-33.41,3.46,4.69,-1.23,418.58,408.23,397.89,,,,,,,,bull,0.6138
2024-02-28,MSFT,407.72,HOLD,0.6,30,408.19,54.76,38.52,-15.4,3.45,4.73,-1.29,418.54,408.19,397.85,,,,,,,,bull,0.6202
2024-02-29,MSFT,413.64,BUY,0.7,60,408.99,60.47,37.6,47.98,3.67,4.52,-0.85,418.37,408.99,399.62,,,,,,,,bull,0.7261
2024-03-01,MSFT,415.5,BUY,0.7,60,409.58,62.09,36.95,89.88,3.96,4.41,-0.45,419.04,409.58,400.12,,,,,,,,bull,0.7711
2024-03-04,MSFT,414.92,BUY,0.7,60,409.76,61.46,38.94,91.09,4.21,4.53,-0.32,419.49,409.76,400.04,,,,,,,,bull,0.7698
2024-03-05,MSFT,402.65,HOLD,0.6,30,409.62,46.92,37.55,-58.82,3.28,4.29,-1.0,419.67,409.62,399.56,,,,,,,,bull,0.6165
2024-03-06,MSFT,402.09,HOLD,0.7,30,409.44,45.98,33.96,-117.02,2.18,3.5,-1.31,419.88,409.44,399.01,,,,,,,,bull,0.6228
2024-03-07,MSFT,409.14,HOLD,0.6,30,409.2,53.32,32.09,-31.08,2.1,3.22,-1.12,419.42,409.2,398.98,,,,,,,,bull,0.5418
2024-03-08,MSFT,406.22,HOLD,0.6,30,408.81,50.27,30.45,-27.91,1.78,2.93,-1.15,418.85,408.81,398.76,,,,,,,,bull,0.5368
