date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2026-03-25,JPM,287.97,HOLD,0.6,20,293.85,39.18,22.71,-61.23,-5.03,-4.7,-0.33,309.27,293.85,278.42,2,0,1,1,1,1,-1,neutral,0.2697
2026-03-26,JPM,287.97,HOLD,0.7,10,293.85,39.18,22.71,-61.23,-5.03,-4.7,-0.33,309.27,293.85,278.42,0,0,0,0,0,0,0,neutral,0.2697
2026-03-27,JPM,287.97,HOLD,0.6,20,293.85,39.18,22.71,-61.23,-5.03,-4.7,-0.33,309.27,293.85,278.42,2,1,1,1,1,1,0,neutral,0.2697
2026-03-30,JPM,287.97,HOLD,0.6,20,293.85,38.35,26.0,-61.23,-5.38,-5.31,-0.07,309.27,293.85,278.42,2,-1,-1,-1,-1,-1,1,neutral,0.2697
2026-03-31,JPM,287.97,HOLD,0.6,20,293.85,38.41,27.13,-61.23,-5.35,-5.33,-0.02,309.27,293.85,278.42,1,1,1,1,1,1,1,neutral,0.2697
2026-04-01,JPM,295.38,HOLD,0.6,20,288.82,52.86,23.02,145.07,-2.35,-3.66,1.3,296.64,288.82,281.0,2,1,1,1,1,1,0,bull,0.3832
2026-04-02,JPM,294.6,HOLD,0.6,20,288.87,51.9,22.14,95.55,-1.84,-3.29,1.45,296.83,288.87,280.91,2,-2,-2,-2,-2,-2,2,bull,0.4145
2026-04-03,JPM,294.6,HOLD,0.6,20,288.87,51.9,22.14,95.55,-1.84,-3.29,1.45,296.83,288.87,280.91,2,-1,-1,-1,-1,-1,1,bull,0.4145
2026-04-06,JPM,295.45,HOLD,0.6,20,289.17,52.9,25.12,123.55,-1.39,-2.99,1.6,297.63,289.17,280.71,2,-2,-2,-2,-2,-2,-2,bull,0.4164
2026-04-07,JPM,295.45,HOLD,0.6,20,289.17,52.09,32.76,123.55,-1.94,-3.75,1.8,297.63,289.17,280.71,2,-1,-1,-1,-1,-1,-1,bull,0.4164
2026-04-08,JPM,307.97,BUY,0.7,30,290.51,64.98,32.12,265.65,-0.01,-2.59,2.58,302.7,290.51,278.32,1,0,0,0,1,0,0,bull,0.4096
2026-04-09,JPM,310.33,BUY,0.7,30,291.65,66.82,30.88,225.05,1.22,-1.83,3.05,306.49,291.65,276.81,2,1,1,1,1,1,0,bull,0.452
2026-04-10,JPM,309.87,HOLD,0.6,20,293.0,66.09,29.73,184.45,2.12,-1.04,3.16,309.24,293.0,276.75,2,-1,-1,-1,-1,-1,-1,bull,0.4729
2026-04-13,JPM,313.68,BUY,0.6,30,294.51,70.64,23.26,170.26,3.88,0.88,3.0,312.46,294.51,276.56,2,1,1,1,1,1,0,bull,0.5216
2026-04-14,JPM,311.12,BUY,0.7,30,295.76,66.31,22.24,147.41,4.37,1.59,2.78,314.65,295.76,276.86,2,1,1,1,1,1,-1,bull,0.5759
2026-04-15,JPM,305.93,BUY,0.6,30,296.71,58.26,24.10,99.60,4.09,1.88,2.21,315.64,296.71,277.77,2,1,1,1,1,1,0,bull,0.7648
