date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change,regime,regime_score
2023-06-23,JNJ,165.48,BUY,0.7,30,159.71,72.64,29.3,124.76,1.49,0.6,0.89,167.38,159.71,152.05,,,,,,,,bull,0.4919
2023-06-26,JNJ,163.63,BUY,0.7,60,160.17,61.27,30.03,70.23,1.49,0.82,0.67,167.61,160.17,152.74,,,,,,,,bull,0.6929
2023-06-27,JNJ,163.29,BUY,0.7,60,160.62,59.2,28.32,60.84,1.39,0.91,0.48,167.67,160.62,153.57,,,,,,,,bull,0.6965
2023-06-28,JNJ,162.96,BUY,0.7,60,161.05,57.33,27.51,43.33,1.3,1.0,0.3,167.55,161.05,154.55,,,,,,,,bull,0.6955
2023-06-29,JNJ,164.1,BUY,0.7,60,161.5,61.88,25.81,57.18,1.3,1.06,0.24,167.51,161.5,155.5,,,,,,,,bull,0.7655
2023-06-30,JNJ,165.52,BUY,0.7,60,162.05,66.64,25.01,94.4,1.39,1.12,0.27,167.38,162.05,156.72,,,,,,,,bull,0.8319
2023-07-03,JNJ,163.35,BUY,0.6,50,162.37,55.67,24.41,42.67,1.35,1.26,0.08,167.18,162.37,157.56,,,,,,,,bull,0.7037
2023-07-04,JNJ,163.35,BUY,0.7,60,162.37,55.56,23.7,42.67,1.32,1.23,0.09,167.18,162.37,157.56,,,,,,,,bull,0.7037
2023-07-05,JNJ,162.81,BUY,0.6,50,162.59,53.18,20.54,24.78,1.19,1.25,-0.06,167.04,162.59,158.15,,,,,,,,bull,0.7124
2023-07-06,JNJ,161.6,HOLD,0.6,20,162.77,48.01,19.86,-36.21,0.96,1.19,-0.23,166.75,162.77,158.78,,,,,,,,bull,0.7304
2023-07-07,JNJ,159.25,HOLD,0.6,20,162.8,39.9,19.99,-116.64,0.59,1.07,-0.49,166.64,162.8,158.96,,,,,,,,bull,0.7006
2023-07-10,JNJ,159.51,HOLD,0.6,30,162.76,41.25,15.94,-126.68,0.36,1.02,-0.66,166.72,162.76,158.81,,,,,,,,bull,0.7176
2023-07-11,JNJ,158.63,HOLD,0.6,20,162.7,38.49,15.12,-148.18,0.07,0.85,-0.78,166.88,162.7,158.51,,,,,,,,bull,0.7307
2023-07-12,JNJ,158.08,HOLD,0.7,20,162.6,37.02,15.7,-158.84,-0.15,0.72,-0.87,167.1,162.6,158.11,,,,,,,,bull,0.7515
2023-07-13,JNJ,158.81,HOLD,0.6,20,162.51,40.73,16.85,-140.69,-0.31,0.51,-0.83,167.23,162.51,157.78,,,,,,,,bull,0.7166
2023-07-14,JNJ,159.87,HOLD,0.6,20,162.42,45.74,17.14,-88.33,-0.35,0.34,-0.69,167.27,162.42,157.58,,,,,,,,bull,0.6769
2023-07-17,JNJ,159.07,HOLD,0.6,20,162.19,42.99,18.87,-95.35,-0.4,0.25,-0.65,167.21,162.19,157.17,,,,,,,,bull,0.6969
2023-07-18,JNJ,159.06,HOLD,0.7,30,161.93,42.84,17.75,-75.28,-0.49,0.08,-0.56,167.04,161.93,156.83,,,,,,,,bull,0.6945
2023-07-19,JNJ,158.74,HOLD,0.6,20,161.66,42.02,20.07,-82.24,-0.47,0.07,-0.54,166.84,161.66,156.48,,,,,,,,bull,0.6962
2023-07-20,JNJ,168.38,BUY,0.7,40,161.89,70.33,20.76,125.16,0.24,0.11,0.14,167.78,161.89,156.0,,,,,,,,bull,0.5224
2023-07-21,JNJ,170.19,BUY,0.7,40,162.12,72.99,21.79,195.51,0.94,0.27,0.67,168.86,162.12,155.37,,,,,,,,bull,0.5632
2023-07-24,JNJ,171.08,BUY,0.7,40,162.4,74.74,28.56,217.64,1.66,0.68,0.98,170.08,162.4,154.72,,,,,,,,bull,0.627
2023-07-25,JNJ,172.39,BUY,0.7,40,162.83,76.46,28.35,175.38,2.22,0.98,1.24,171.66,162.83,154.01,,,,,,,,bull,0.6655
2023-07-26,JNJ,172.72,BUY,0.7,40,163.31,76.88,30.16,161.64,2.65,1.3,1.35,173.13,163.31,153.48,,,,,,,,bull,0.7326
2023-07-27,JNJ,173.69,BUY,0.7,40,163.84,78.13,31.15,143.28,3.04,1.65,1.39,174.65,163.84,153.03,,,,,,,,bull,0.763
2023-07-28,JNJ,174.48,BUY,0.7,30,164.36,79.11,32.27,131.81,3.37,2.0,1.38,176.13,164.36,152.6,,,,,,,,bull,0.79
2023-07-31,JNJ,167.53,BUY,0.7,40,164.46,55.41,29.82,47.21,3.04,2.18,0.86,176.3,164.46,152.63,,,,,,,,bull,0.3598
2023-08-01,JNJ,168.89,BUY,0.7,40,164.74,57.83,26.33,41.37,2.75,2.16,0.59,176.72,164.74,152.76,,,,,,,,bull,0.3994
2023-08-02,JNJ,169.91,BUY,0.7,40,165.09,59.65,23.83,59.44,2.61,2.18,0.43,177.24,165.09,152.95,,,,,,,,bull,0.4622
2023-08-03,JNJ,170.64,BUY,0.7,50,165.55,61.04,23.17,59.9,2.57,2.26,0.31,177.81,165.55,153.28,,,,,,,,bull,0.5329
2023-08-04,JNJ,169.04,BUY,0.7,50,166.04,56.45,21.92,47.46,2.38,2.28,0.1,178.04,166.04,154.03,,,,,,,,bull,0.4907
2023-08-07,JNJ,173.1,BUY,0.7,50,166.72,63.73,19.56,66.99,2.45,2.21,0.24,178.7,166.72,154.73,,,,,,,,bull,0.5189
2023-08-08,JNJ,173.18,BUY,0.7,50,167.44,63.89,18.57,71.81,2.56,2.29,0.27,179.14,167.44,155.75,,,,,,,,bull,0.6111
2023-08-09,JNJ,173.07,BUY,0.7,60,168.19,63.57,17.77,74.11,2.61,2.36,0.25,179.3,168.19,157.08,,,,,,,,bull,0.6779
2023-08-10,JNJ,172.17,BUY,0.7,60,168.86,60.72,17.88,72.55,2.54,2.4,0.14,179.21,168.86,158.51,,,,,,,,bull,0.668
2023-08-11,JNJ,173.85,BUY,0.7,60,169.56,63.97,17.98,68.03,2.59,2.43,0.15,179.25,169.56,159.86,,,,,,,,bull,0.7097
2023-08-14,JNJ,173.44,BUY,0.7,60,170.28,62.24,20.7,75.31,2.41,2.3,0.12,178.82,170.28,161.74,,,,,,,,bull,0.734
2023-08-15,JNJ,172.94,BUY,0.7,60,170.97,60.47,21.26,63.66,2.32,2.29,0.02,177.85,170.97,164.10,,,,,,,,bull,0.7409
